id,date,account_name,description,amount,before_category,after_category,before_source,after_source,winning_rule_id,winning_rule_name
74c36362-20c3-44d9-89fc-80d180a1b59a,2019-06-03,BMO CAD Credit Card,NATIONALCARRENTAL KAMLOOPS BC,-55.82,Auto & Transportation,Travel,import_default,rule_manual,1644,
13a43dc3-187c-46ac-a7f9-e7948d6183e3,2019-07-22,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,18.06,Travel,Shopping & Home,import_default,rule_manual,1765,
1ea30491-ad2e-471a-bc8e-f666b45dcc4d,2019-07-22,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-241.72,Travel,Shopping & Home,import_default,rule_manual,1765,
a805bab0-584b-4681-b3b7-e89282310275,2019-07-22,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-116.32,Travel,Shopping & Home,import_default,rule_manual,1889,
e7de39bf-634e-407f-9dac-64af2e3f86bf,2019-07-22,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-31.61,Travel,Shopping & Home,import_default,rule_manual,1765,
ecf2f1cd-da4f-436a-939c-dc5c4d5c1176,2019-07-22,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-18.06,Travel,Shopping & Home,import_default,rule_manual,1889,
d992326c-f710-4761-b448-d3ad8246967a,2019-07-29,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-84.72,Travel,Shopping & Home,import_default,rule_manual,1889,
7d87f4dd-9a08-42e0-8dad-0122e2b94d05,2019-08-24,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-45,Auto & Transportation,Costco,import_default,rule_manual,1887,
4f507e5a-88df-4f20-962f-873c1f835592,2019-08-26,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,67.79,Travel,Shopping & Home,import_default,rule_manual,1765,
093adcbf-c51d-44d5-bbb2-7f1fe87f283a,2019-09-10,BMO CAD Credit Card,CDNTIRESTORE#00442 BARRHAVEN ON,-22.59,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
158851ce-a916-4b93-85e3-81055af15928,2019-09-27,BMO CAD Credit Card,WINNERS 407 VAUDREUIL QC,-26.44,Travel,Shopping & Home,import_default,rule_manual,1765,
4da2f312-fa3a-4a7f-83bc-d226be3b66ea,2019-09-30,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-40.65,Auto & Transportation,Costco,import_default,rule_manual,1887,
19cebb50-ad57-4820-ae82-3ad011c8ab5f,2019-10-20,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-7.9,Travel,Shopping & Home,import_default,rule_manual,1889,
f11653fd-41fd-46d3-9385-a562690842e1,2019-11-01,BMO CAD Credit Card,ROUTESCARRENTAL-OT GLOUCESTER ON,-147.28,Auto & Transportation,Travel,import_default,rule_manual,1645,
d3b9e26e-1fae-40e1-8aa9-1a88230f9b9c,2019-11-04,BMO CAD Credit Card,ROUTESCARRENTAL-OT GLOUCESTER ON,-16.32,Auto & Transportation,Travel,import_default,rule_manual,1645,
4a8d6a4e-38a7-443c-8fca-bd6432288a0c,2019-11-09,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-43.35,Auto & Transportation,Costco,import_default,rule_manual,1887,
43d90c54-f469-4961-b605-3e6076a0ff76,2019-11-19,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-271.18,Travel,Shopping & Home,import_default,rule_manual,1765,
90ecc83d-527f-4cdc-b0c6-df485ae411bf,2019-12-01,BMO CAD Credit Card,CDNTIRESTORE#00258 NEPEAN ON,-68.88,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
5124847b-3c4a-4877-a151-9453b619f07c,2019-12-11,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-146.89,Travel,Shopping & Home,import_default,rule_manual,1889,
4d7093c1-90e4-4ca9-b46f-8e0c29481418,2020-01-31,TD CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN,-112.99,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
9c81aee7-611b-421f-8ff9-ed7e038ca4fd,2020-02-20,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-40.42,Auto & Transportation,Costco,import_default,rule_manual,1887,
82606915-60ec-4784-af6a-8c7bfff42c7a,2020-03-12,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-14.69,Travel,Shopping & Home,import_default,rule_manual,1765,
fede2319-9064-44ce-bcb5-ece0dc698e44,2020-03-24,BMO CAD Credit Card,CDNTIRESTORE#00442 BARRHAVEN ON,-38.36,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
33218562-9821-458f-9507-1eff453bfd70,2020-06-21,BMO CAD Credit Card,AMZNMktp CA*MS 6 OC 3 BP 1 WWW.AMAZON.CAON,-39.85,Amazon,Auto & Transportation,import_default,rule_manual,1630,
c175a4e3-b8e1-4484-96c1-d4b3c14c5cbf,2020-07-24,BMO CAD Credit Card,AUBERGEETSPALENORD CHELSEA QC,-52.89,Shopping & Home,Auto & Transportation,import_default,rule_manual,1978,
d730abd5-ab80-4592-9c5a-592576be6229,2020-07-25,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-33.89,Travel,Shopping & Home,import_default,rule_manual,1765,
fbbedf30-1bc4-434e-9b5e-2db471af69e6,2020-07-25,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-29.04,Travel,Shopping & Home,import_default,rule_manual,1765,
d1f1a861-5340-435c-a5e9-80a3772ae632,2020-08-04,BMO CAD Credit Card,AUBERGEETSPALENORD CHELSEA QC,-34.37,Shopping & Home,Auto & Transportation,import_default,rule_manual,1978,
3a3b4928-36d5-4977-8cad-053d8225b027,2020-10-19,TD CAD Checking,E-TRANSFER CAe6sBPx,250,Auto & Transportation,E-Transfers,import_default,rule_manual,1821,
dce223be-bb47-4093-bb9a-ef08f9308643,2020-10-24,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-40.14,Auto & Transportation,Costco,import_default,rule_manual,1887,
5078004b-17c5-48be-a3f7-378ee9dfa7f4,2020-10-25,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-115.24,Travel,Shopping & Home,import_default,rule_manual,1889,
91f19076-a779-445a-a3cf-355ee43a1e6c,2020-10-25,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-18.06,Travel,Shopping & Home,import_default,rule_manual,1889,
12b18246-8cc1-4bac-a022-76ec8376b93a,2020-10-27,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-22.59,Travel,Shopping & Home,import_default,rule_manual,1889,
e37353c1-ac46-4c76-90ed-81905d9c9445,2020-10-27,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-16.94,Travel,Shopping & Home,import_default,rule_manual,1889,
0b0b8cc2-961b-45a8-a007-399139cb4b5f,2021-02-05,BMO CAD Credit Card,KARDISHHEALTHFOODCE NEPEAN ON,-28.79,Dining,Health & Medical,import_default,rule_manual,2105,
1b5aca9d-cf00-4892-8596-1b008ae02c0a,2021-04-17,BMO CAD Credit Card,Amazon.ca*QT 9 ME 2 JA 3 AMAZON.CA ON,-90.39,Amazon,Auto & Transportation,import_default,rule_manual,1633,
eb86e53e-a794-447d-bd7a-b2cf7e3e38a6,2021-06-04,BMO CAD Credit Card,AUBERGEETSPALENORD CHELSEA QC,-190.86,Shopping & Home,Auto & Transportation,import_default,rule_manual,1978,
766eff5f-ba82-4427-85a3-15322c25cd0b,2021-06-14,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-56.48,Travel,Shopping & Home,import_default,rule_manual,1765,
97bdb2fa-6fc9-48e1-8d15-7f53a1e7da5a,2021-07-13,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-22.59,Travel,Shopping & Home,import_default,rule_manual,1889,
2807c39b-da0a-4c22-944f-4e4b8577eb84,2021-07-15,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-31.49,Travel,Shopping & Home,import_default,rule_manual,1889,
cab40c16-1072-4f1b-b66e-fd8fa3b46850,2021-07-15,BMO CAD Credit Card,WINNERS 253 OTTAWA ON,-17.84,Travel,Shopping & Home,import_default,rule_manual,1765,
b056592e-7cd5-4053-9412-b1d117d311b9,2021-07-22,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,31.49,Travel,Shopping & Home,import_default,rule_manual,1889,
53d5851e-486e-4497-85e8-1f1e75f8e501,2021-07-29,BMO CAD Credit Card,WINNERS 214 NEPEAN ON,-55.32,Travel,Shopping & Home,import_default,rule_manual,1765,
ba0e9ae7-7793-4992-b1a1-8346c76167cf,2021-07-29,BMO CAD Credit Card,WINNERS 214 NEPEAN ON,-27.12,Travel,Shopping & Home,import_default,rule_manual,1765,
8e545600-6a4f-4b8b-a865-283990e608b1,2021-08-01,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,55.32,Travel,Shopping & Home,import_default,rule_manual,1765,
d048370e-5c66-4125-ad46-fa079a2926ed,2021-08-01,TD CAD Credit Card,WINNERS 342 BARRHAVEN,33.9,Travel,Shopping & Home,import_default,rule_manual,1765,
86a61338-c582-4b88-9dc1-ddb80a74dddf,2021-08-10,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-60.99,Auto & Transportation,Costco,import_default,rule_manual,1887,
b26d59cb-7be9-4b14-b20c-4b41c2bb6414,2021-08-19,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-38.33,Travel,Shopping & Home,import_default,rule_manual,1765,
e9ec6373-95e3-42de-9efe-148c0073cd6c,2021-09-02,BMO CAD Credit Card,AUBERGEETSPALENORD CHELSEA QC,-18.4,Shopping & Home,Auto & Transportation,import_default,rule_manual,1978,
fa19617b-fd43-4024-8833-f4f80f322531,2021-09-03,BMO CAD Credit Card,ABELLPESTCONTROLINC 888-9494949 ON,-480.25,Utilities & Taxes,Home Maintenance/upgrade,import_default,rule_manual,1734,
ef16a9df-c711-42d2-96cb-09872aa1f3d3,2021-09-04,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-53.49,Auto & Transportation,Costco,import_default,rule_manual,1887,
b402a724-76f2-4200-9abc-26748a34cdfb,2021-09-07,BMO CAD Credit Card,AUBERGEETSPALENORD CHELSEA QC,-18.4,Shopping & Home,Auto & Transportation,import_default,rule_manual,1978,
66e348e2-e0c5-46e4-8b52-e6f0b219ea7f,2021-09-10,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-30.15,Auto & Transportation,Costco,import_default,rule_manual,1887,
07b6af93-1cd3-488e-b5be-1f24fbd9a63b,2021-10-01,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-33.89,Travel,Shopping & Home,import_default,rule_manual,1765,
7049f229-5ea9-43aa-9412-1d83881d5194,2021-10-01,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-121.98,Travel,Shopping & Home,import_default,rule_manual,1765,
7df33fe5-a5ae-4b9d-9015-aa20ff6683ac,2021-10-05,TD CAD Credit Card,WAL-MART SUPERCENTER#3066 OTTAWA WAL-MART SUPERCENTER#3066 OTTAWA,10.5,Dining,Groceries & Pharmacy,import_default,rule_manual,1788,
112a0a85-f5d2-4121-b80b-76e687156d71,2021-10-11,BMO CAD Credit Card,Amazon.ca*275082 BP 1 AMAZON.CA ON,-39.98,Amazon,Auto & Transportation,import_default,rule_manual,1630,
760e6a6d-51f8-4448-b7c2-debc9a0c890b,2021-10-13,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-60.02,Auto & Transportation,Costco,import_default,rule_manual,1887,
a96f8128-607d-410c-9de5-6c1670711ea9,2021-11-15,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-16.78,Travel,Shopping & Home,import_default,rule_manual,1765,
b178fda6-0b5a-4a6d-aaf4-1f848005c1fa,2021-11-19,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-73.43,Travel,Shopping & Home,import_default,rule_manual,1889,
d1418088-96e0-4b72-b5ff-2be10dfc1784,2021-11-23,TD CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN,-7.9,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
732b04e5-0bf3-403f-8b28-576e78fa1592,2021-11-30,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-56.08,Auto & Transportation,Costco,import_default,rule_manual,1887,
30dfe6fc-e19a-4134-80ac-6ad65173d455,2022-01-04,BMO CAD Credit Card,ABELLPESTCONTROLINC 888-9494949 ON,-141.25,Utilities & Taxes,Home Maintenance/upgrade,import_default,rule_manual,1734,
c73e99c2-b03a-4dfc-aa5d-0e73044f0f65,2022-01-05,TD CAD Credit Card,CDN TIRE STORE #00258 NEPEAN,-33.89,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
2078c97f-1a4c-4d89-aa05-6912d737c458,2022-01-24,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-67.66,Travel,Shopping & Home,import_default,rule_manual,1889,
2ef697d1-82c3-418e-b9ec-be604da8a913,2022-02-02,TD CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN,-22.59,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
9b19fa31-2b29-4111-9faa-5f1e35bde884,2022-02-02,BMO CAD Credit Card,CDNTIRESTORE#00442 BARRHAVEN ON,-56.39,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
f29e566e-92b7-4469-b3d8-0bd6cc5d6388,2022-03-12,BMO CAD Credit Card,KARDISHHEALTHFOODCE NEPEAN ON,-4.56,Dining,Health & Medical,import_default,rule_manual,2105,
335e1af9-7f46-431d-900b-4d44beaf50c8,2022-03-17,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-9.04,Travel,Shopping & Home,import_default,rule_manual,1765,
879ef61b-0971-434a-ad33-e3f66ca28142,2022-03-27,BMO CAD Credit Card,AMZNMktp CA*167 QT 73 U 0 WWW.AMAZON.CAON,-3.36,Amazon,Auto & Transportation,import_default,rule_manual,1633,
cd3288d8-7397-4272-9e2b-53829a228e08,2022-04-08,BMO CAD Credit Card,WINNERS 214 NEPEAN ON,-110.68,Travel,Shopping & Home,import_default,rule_manual,1765,
124650b7-904d-4473-9855-f4d251bae26b,2022-05-05,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-50.83,Travel,Shopping & Home,import_default,rule_manual,1765,
546f0272-b3f3-4323-9c9b-924eb50b976e,2022-05-05,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-79.08,Travel,Shopping & Home,import_default,rule_manual,1765,
51244739-a7b6-48d0-a652-76a37528de05,2022-05-11,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-28.24,Travel,Shopping & Home,import_default,rule_manual,1765,
fe5a7ace-19a5-4e55-966c-cb5bc97485ad,2022-05-13,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-6.77,Travel,Shopping & Home,import_default,rule_manual,1765,
8c767fa9-74da-4e18-863a-a17182118b54,2022-05-16,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,6.77,Travel,Shopping & Home,import_default,rule_manual,1765,
4e3d9585-a765-4ff9-aa8a-71b71ed494ca,2022-07-11,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-79.07,Travel,Shopping & Home,import_default,rule_manual,1765,
1e0e25dc-5ca1-47da-aba9-6b4b484229f8,2022-07-12,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,45.18,Travel,Shopping & Home,import_default,rule_manual,1765,
806c529a-e518-40c5-ad5c-790f3e3e1d20,2022-07-19,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-128.79,Travel,Shopping & Home,import_default,rule_manual,1765,
9559701c-1e4c-4c17-a576-3cafbb1e89e6,2022-07-21,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-78.84,Auto & Transportation,Costco,import_default,rule_manual,1887,
56ed66e7-bdc6-43a5-a933-d25b62258598,2022-08-08,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-63.49,Auto & Transportation,Costco,import_default,rule_manual,1887,
383e2107-9228-430b-ac82-82459c1ad334,2022-09-06,TD CAD Credit Card,CDN TIRE STORE #00290 OTTAWA,-35.55,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
bd9e38e6-2597-433d-800e-1124dd1a6781,2022-09-13,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-28.24,Travel,Shopping & Home,import_default,rule_manual,1765,
cc008ed6-4b50-4dbe-856d-b25e095d4fbc,2022-09-13,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-221.4,Travel,Shopping & Home,import_default,rule_manual,1765,
f57607de-83b2-42ea-880d-6fc34acd6bcb,2022-09-13,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-72.6,Travel,Shopping & Home,import_default,rule_manual,1765,
720da6fa-010b-4654-873d-70e21bf3b246,2022-09-20,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-62.36,Auto & Transportation,Costco,import_default,rule_manual,1887,
5037185e-9fa3-4f0d-a7b3-3d4126bb5ae0,2022-10-24,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-18.08,Travel,Shopping & Home,import_default,rule_manual,1765,
a974ebf7-59b4-4925-9650-41df4556cd86,2022-10-24,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-82.43,Travel,Shopping & Home,import_default,rule_manual,1765,
41ce327d-1672-4d8d-925f-0b04e1ac10e5,2022-10-31,TD CAD Checking,E-TRANSFER ***8qt,2150,Auto & Transportation,E-Transfers,import_default,rule_manual,1821,
64e2f9ec-4f26-4267-b2e7-9b2036611491,2022-12-03,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-20.69,Travel,Shopping & Home,import_default,rule_manual,1765,
a1924736-1ede-4b48-8fea-987e21a779bc,2022-12-03,BMO CAD Credit Card,CDNTIRESTORE#00442 BARRHAVEN ON,-451.99,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
12b031a7-4aa1-49f6-8cd8-0e776793ccb2,2022-12-06,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,52.48,Travel,Shopping & Home,import_default,rule_manual,1889,
7373684a-59ea-4518-9367-837132bb6385,2022-12-15,BMO CAD Credit Card,WINNERS 214 NEPEAN ON,-28.33,Travel,Shopping & Home,import_default,rule_manual,1765,
599fbcc0-936e-486c-9adf-b5d0d05c5e6f,2022-12-18,BMO CAD Credit Card,COSTCOGASW 1263 NEPEAN ON,-61.01,Auto & Transportation,Costco,import_default,rule_manual,1887,
e7249426-1aaa-423a-828f-53493a03333a,2022-12-20,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA ON,-57.66,Travel,Shopping & Home,import_default,rule_manual,1889,
192e191b-4ea3-4ec9-9a12-17728c6f4794,2022-12-21,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-35.02,Travel,Shopping & Home,import_default,rule_manual,1765,
9ca526e3-7cd9-4b12-929a-a914e9c9b939,2022-12-26,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-71.16,Travel,Shopping & Home,import_default,rule_manual,1765,
e41b5f6e-d9d4-40d7-9f24-d4fed9b5753a,2022-12-26,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-56.49,Travel,Shopping & Home,import_default,rule_manual,1765,
4df5d526-20e9-4575-99eb-33f0a574a785,2023-01-08,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-16.05,Travel,Shopping & Home,import_default,rule_manual,1765,
704f4e8b-e2c6-4f51-836b-a5985f53b11e,2023-01-17,BMO CAD Credit Card,WHOLEFOODSMARKET OTTAWA ON,-5.37,Dining,Groceries & Pharmacy,import_default,rule_manual,1798,
acd0e98c-a3e0-47cd-b586-c854769b08b5,2023-01-30,TD CAD Checking,E-TRANSFER ***fQt,2150,Auto & Transportation,E-Transfers,import_default,rule_manual,1821,
14ef1775-55ba-4496-94b9-7faaee4dd513,2023-03-14,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,19.2,Travel,Shopping & Home,import_default,rule_manual,1908,
79d8f100-dc78-4df7-b53a-c23b2e4fe725,2023-05-02,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-16.94,Travel,Shopping & Home,import_default,rule_manual,1765,
cc298830-55c0-4ae6-8c02-2de3698cfaae,2023-05-02,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-169.43,Travel,Shopping & Home,import_default,rule_manual,1765,
973906a6-004f-4aac-bd01-8b4fe179d653,2023-05-26,BMO CAD Credit Card,CDN TIRE STORE #00457 KANATA ON,-36.15,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
239bfffd-426a-4f9d-9a01-89b9bd65da30,2023-05-31,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-395.49,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
4c66adca-32d8-4ea0-a4b5-ccf686294efa,2023-06-12,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-177.34,Travel,Shopping & Home,import_default,rule_manual,1908,
b1634b46-66c7-44a9-9085-b7f83bdf2f3c,2023-06-12,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-46.31,Travel,Shopping & Home,import_default,rule_manual,1908,
2830e090-d36d-446a-a570-2f556c9c92e3,2023-06-14,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-110.08,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
30954f5d-dc33-4e06-8be0-28e4fef0d1db,2023-06-18,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-50.36,Travel,Shopping & Home,import_default,rule_manual,1765,
c1f19461-3d86-4158-9a69-ada27af9617e,2023-06-18,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-180.78,Travel,Shopping & Home,import_default,rule_manual,1765,
48ec4d06-9c7d-47af-893b-4851ac6bff74,2023-06-23,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-90.39,Travel,Shopping & Home,import_default,rule_manual,1908,
4a496ea0-9b6e-4f2a-8c0f-4be4f6b3f3d7,2023-06-23,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-186.38,Travel,Shopping & Home,import_default,rule_manual,1908,
6b41be48-615a-4279-a2a4-d6f501aa74b8,2023-06-28,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,33.89,Travel,Shopping & Home,import_default,rule_manual,1765,
5e065de7-6771-47ba-aad5-7ab6491af7c6,2023-08-25,BMO CAD Credit Card,WINNERS 342 BARRHAVEN ON,-111.77,Travel,Shopping & Home,import_default,rule_manual,1765,
9a3e9187-be43-480a-be6f-be28152b23ed,2023-09-22,BMO CAD Credit Card,CDN TIRE STORE #00290 OTTAWA ON,-144.04,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
fd064fec-8a71-489f-9f13-e41dc22f9bfc,2023-09-22,BMO CAD Credit Card,WINNERS 253 OTTAWA ON,-56.49,Travel,Shopping & Home,import_default,rule_manual,1765,
1e84432a-424a-4e3c-833a-ce6efccc3f40,2023-10-21,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-209.03,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
5226e00b-e24a-45a6-aa27-90a38105c68f,2023-11-06,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-74.55,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
0edbc0e3-1287-4ec1-95b4-ef29db7ad7aa,2023-11-20,BMO CAD Credit Card,WINNERS 342 NEPEAN ON,-209.49,Travel,Shopping & Home,import_default,rule_manual,1765,
e3001d71-7980-47dd-be62-393c907d0731,2023-11-20,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-37.28,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
5695218a-befa-4cda-97f0-188f41ff749c,2023-12-12,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-45.19,Travel,Shopping & Home,import_default,rule_manual,1908,
536467e2-53bc-4303-953c-72ceb7ec252f,2023-12-20,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-16.93,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
bfff7f1c-70b8-4274-8695-fa6cafa4d3f4,2023-12-26,BMO CAD Credit Card,CDN TIRE STORE #00442 BARRHAVEN ON,-124.24,Shopping & Home,Auto & Transportation,import_default,rule_manual,1617,
1a9382d3-18fb-4be0-a00b-b358f354914b,2024-03-12,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-22.59,Travel,Shopping & Home,import_default,rule_manual,1908,
8ad58fb8-7570-4ac6-a187-0ee7e5160677,2024-04-13,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-62.13,Travel,Shopping & Home,import_default,rule_manual,1908,
bd5c8f17-4830-424b-b494-caddc121def3,2024-04-13,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-58.7,Travel,Shopping & Home,import_default,rule_manual,1908,
ca3594ec-155a-4933-ad1f-cde786fe2f09,2024-04-13,BMO CAD Credit Card,WINNERSHOMESENSE 37808 OTTAWA,-22.59,Travel,Shopping & Home,import_default,rule_manual,1908,
